age,gender,city,interest_category,media_spend,impressions,click_through_rate,view_time,ad_creativity_score,brand_familiarity,purchase_intent,ad_performance
55,Male,Chennai,Food,337045,993639,0.3828995925163279,2.8287714994720456,3.73425284802826,5.36499533716984,3.4607335494257105,Low
38,Male,Ahmedabad,Entertainment,395816,1258771,4.272686757220155,2.3951289437248597,3.3757554823738465,7.38567227536409,3.890344436384382,Low
34,Female,Hyderabad,Food,490054,970518,3.1539492071237807,5.549935951320068,7.939865028018083,2.005532560322128,2.675516828430472,Low
18,Male,Ahmedabad,Technology,370481,1075942,2.959718569404056,5.15835942917369,8.985616238172424,4.977263238424278,4.694122403741896,Medium
21,Female,Mumbai,Automobile,542555,1234885,0.9888941239765425,5.28377756040708,8.193744722528773,5.180416091613278,6.53826739432658,Medium
54,Other,Chennai,Entertainment,281523,1167303,3.6020655499619165,3.900332635253835,2.3197712465711984,2.4132069320712826,3.255385320918135,Low
43,Male,Hyderabad,Fashion,530027,992526,1.5333737869846777,5.210326789129024,9.696902348028711,1.3390442154615447,3.7007385068133587,Low
35,Male,Ahmedabad,Automobile,317993,1064114,1.7344540312509107,4.016036966506226,5.427746823916068,3.2650466510225624,0.7633211120233692,Low
34,Other,Ahmedabad,Entertainment,586112,1038909,0.8671752030980027,2.896414951359814,6.826536584777143,5.262993222369084,4.367615081822402,Low
29,Female,Ahmedabad,Technology,381330,907055,4.195925047280524,2.2279419493998445,1.9849209138015391,7.489134559245409,1.3153274111149431,Low
18,Other,Mumbai,Healthcare,562618,1619323,4.785737669553903,4.389335280231372,8.367535543058128,3.2053304041586497,3.5884531400682205,Low
46,Male,Mumbai,Entertainment,474322,979419,3.3497400686845795,6.836608402665407,7.124585455905336,7.526885043632194,3.92125126551246,Low
51,Female,Hyderabad,Finance,570748,611799,1.6322258017127618,5.202456382277336,6.198592192118925,9.582677011109874,5.406262164196142,Medium
27,Other,Bengaluru,Fashion,374329,981756,2.1884001216105453,4.4815454255515546,2.0455112404263214,2.805946209372074,0.6996789778794344,Low
45,Male,Mumbai,Travel,457247,966775,0.370684548262993,6.400725729061563,2.1788043540467927,1.4072216639180462,0.6251488432319531,Low
31,Male,Bengaluru,Entertainment,354736,1105511,1.5445716659582815,4.281596628349488,1.4532689994679566,9.065084482234015,3.9012366696448866,Low
44,Female,Ahmedabad,Healthcare,487380,872601,3.5350214943465113,4.904290054397318,2.837546673783428,7.939093917566483,3.169325221679652,Low
59,Female,Bengaluru,Healthcare,480979,1059233,2.894503207939389,1.1990471397735112,3.6468158752623423,8.434245645773576,4.867419483182468,Low
54,Male,Delhi,Fashion,458033,956782,2.5158632858868537,5.09941720153549,5.164710095266933,1.901434189756502,0.11863091873835296,Low
33,Male,Pune,Technology,430858,810288,4.810496218145185,3.5283713193765385,1.0498548213845114,3.6039705447029795,0.5148503729054776,Low
55,Other,Hyderabad,Automobile,628448,1338529,3.824595670499993,4.239563907167268,1.9439302563094554,9.382258330163168,4.433849720532468,Medium
46,Female,Pune,Technology,657890,602715,0.8625697394585177,1.9254004580017492,7.505988917774607,9.21543476588893,5.519571602749222,Low
49,Other,Delhi,Food,441340,1039670,1.734987761919822,3.098069661728348,8.746358520214095,7.8156324175068335,6.832670879276995,Medium
49,Male,Mumbai,Healthcare,513351,834864,1.8695625219717633,2.875853848544109,1.4624202824032266,9.222322771515492,3.4308901090034354,Low
27,Other,Ahmedabad,Technology,401247,1190173,3.561144689455436,3.2112665032241328,8.871336369514678,8.641352993746445,4.071857239371171,Medium
23,Female,Hyderabad,Fashion,479193,621953,4.928087602699936,2.1374633079719665,5.408881618272886,1.4299431108783898,2.4119809204068448,Low
39,Female,Kolkata,Technology,390539,828679,1.1646328979480638,5.620442777123495,9.027088982666154,1.6042472358491215,3.5721300819707964,Low
46,Other,Chennai,Automobile,745103,1154628,4.0399515978450475,4.121498552933367,9.389757862816333,8.951035268935826,6.386840596119818,Medium
35,Male,Mumbai,Food,552962,852043,2.391530572386352,4.605501904951266,8.071018984592447,8.606771323161924,5.434224904299714,Low
55,Female,Pune,Automobile,318921,1150618,2.210900657174919,3.906768869527774,9.633663497630453,1.5154547335997508,3.518627272944592,Low
25,Male,Kolkata,Automobile,387254,1094920,1.524365832695511,5.5990957752814925,3.305561645649388,8.032260280935768,3.7290008848691305,Low
56,Other,Mumbai,Entertainment,558321,1341195,0.5884795987610991,4.9356576276486335,8.243169287872096,6.3691282834101095,3.9522372743991463,Medium
58,Other,Kolkata,Healthcare,627026,1198124,1.8309699965339286,3.0937226979697208,8.073912599298367,1.6874139566784958,1.5930203559693403,Low
42,Other,Bengaluru,Entertainment,614202,760517,0.25230115712408613,4.984346259628237,2.0417285532722946,9.822420717944617,3.2283579858190086,Low
33,Female,Pune,Automobile,506701,778921,2.259603855639783,4.160945025105484,3.0035759793739034,9.82837827060599,3.4939343727315597,Low
26,Other,Kolkata,Food,594410,1197058,0.860756877104945,3.7768948272571548,4.930292672611001,4.84565674616479,3.1972075043834773,Low
33,Other,Ahmedabad,Travel,514413,1031758,3.0187052897349345,1.606709687851406,5.169646414196717,2.8952216465535185,2.379887677941459,Low
43,Female,Hyderabad,Healthcare,570163,1130593,2.8662462599546914,4.817941064129301,2.810933436839668,8.95236708314972,2.5436398260529822,Low
57,Male,Delhi,Healthcare,468404,907991,1.240913535362092,3.7474179073418035,6.897452600325785,2.7544947803182716,1.86097928791316,Low
39,Other,Delhi,Technology,280152,764308,4.895846876008782,4.448134580854237,7.52009241164757,8.551680805436126,5.730174991372474,Medium
36,Other,Ahmedabad,Automobile,462713,847584,3.3831031326024426,3.651220456600257,8.142285562167675,2.3652856963017785,3.948754796234276,Low
27,Other,Pune,Finance,552189,911369,3.1722862989936287,4.516446310397053,1.0053207090625715,9.493833769050116,3.4266099439890843,Medium
50,Male,Kolkata,Healthcare,691925,1202060,2.9906369745392682,3.296900369768107,7.460535675775321,4.1223616208287375,2.5352691356695294,Low
52,Other,Hyderabad,Finance,439165,1020523,0.22875684344800132,3.7341606382661476,6.246243306606107,2.1162530235964407,3.6034822411919905,Low
54,Male,Kolkata,Healthcare,376979,909960,2.1904477945667713,5.666664838223397,1.405405275912348,1.5501925297861998,0.6517843310224632,Low
50,Other,Pune,Entertainment,529215,1221093,3.6177168754381404,4.124581107835996,1.3347372164498343,9.645327134846216,4.649978696191905,Low
52,Female,Bengaluru,Finance,664625,1155905,4.509748305596246,3.861148829203067,3.0230205569013666,7.247727870818748,1.033638695775739,Low
34,Male,Delhi,Healthcare,384631,1012374,3.365934899523771,4.461605256826968,1.9492329094949445,6.928577525381736,2.9679237909374665,Medium
33,Male,Mumbai,Fashion,311868,1090060,2.7245451327626,4.4942235638584185,5.004180966721043,8.139627446995755,5.788499296434234,Low
40,Female,Bengaluru,Healthcare,463111,1078651,2.354633595897929,3.825218993697246,7.82303562831154,1.09383246725694,3.8014659800670456,Low
40,Female,Chennai,Automobile,533052,1304515,2.2761698245494384,2.830004638411754,7.14979589971852,9.727634091725182,6.1140501905544875,Medium
22,Other,Chennai,Automobile,634667,1143651,4.996511150918618,3.7184274377121485,7.207160173692685,5.028457209788746,2.2136090144867087,Low
46,Other,Pune,Entertainment,800000,982340,4.763895335237841,5.996624165073471,6.590421453102149,6.47115266929973,4.231050227300725,Medium
46,Female,Delhi,Entertainment,453953,1340569,1.2790607034791208,3.362129995251082,3.119125843462115,9.770741834788469,4.6155808180936315,Low
41,Female,Kolkata,Automobile,466542,1161892,1.8722176009983764,4.207130800751046,1.3158110300525558,8.236846169103893,2.8845697801168124,Low
56,Other,Pune,Finance,657292,747101,2.7161613375432734,3.855439801494562,7.519681442568539,8.927026004258629,5.889367534537966,Medium
29,Other,Bengaluru,Travel,531267,1020627,2.9662194080074045,2.507856639235021,6.064046534426803,2.4397743450679075,2.9973539001326226,Low
21,Other,Hyderabad,Automobile,635482,1305737,2.0111584007502774,3.4973004345896235,6.231451702970699,2.977866079533837,3.0840619735594785,Low
48,Other,Chennai,Healthcare,602430,986872,4.976274085538313,4.449112869798671,4.334046482728007,7.6839212142213,4.11512600127582,Low
22,Other,Pune,Fashion,398377,1116399,4.380168253909297,5.111124315211078,6.605482369761891,1.2865522155483555,2.605851893793816,Low
45,Other,Chennai,Healthcare,491062,900357,4.146445041596949,5.740013058369554,9.132248547213235,7.521722696701193,4.714945313967402,Low
18,Other,Mumbai,Automobile,651957,862613,2.692377245105851,5.008723915117526,7.183724867482375,6.192023204614222,5.794594388588559,Medium
54,Male,Hyderabad,Fashion,499454,927591,1.6320537188186492,3.581130035333425,1.213375666083901,9.420786858672761,2.673737559841426,Low
30,Female,Pune,Travel,323063,1086901,1.2500866434554716,2.529113610376829,4.524217010103024,6.404477330093205,1.6385910996305695,Low
39,Female,Chennai,Finance,679345,1066985,2.0394091836906822,3.437401760203411,5.652972902385175,3.3977825071655703,3.3299640169508,Low
59,Other,Hyderabad,Technology,398552,938589,2.923278897649687,5.676921914385985,1.755932905922289,8.092367362782504,3.33513108247436,Low
18,Male,Delhi,Finance,466207,1126087,2.5271768885239414,4.931737444902759,9.879047722857354,1.2623016907538527,2.5492097563251783,Medium
18,Other,Bengaluru,Healthcare,475116,928464,2.86839767662546,4.154033932850512,4.896444287929549,5.135358184475132,3.850822244017575,Low
31,Other,Hyderabad,Automobile,595326,762596,0.3067770368520792,4.542670454779078,3.092336871781538,5.765786157884068,2.2323510133155553,Low
19,Female,Hyderabad,Finance,700067,1165176,2.377524068357342,2.960287736148465,7.208017980460432,2.735604789917575,2.4977993294297054,Low
57,Female,Ahmedabad,Finance,475927,694161,3.52203150178677,1.7610505766210145,2.2794108473638692,2.4457582836979146,0.36342910558789265,Low
43,Other,Ahmedabad,Food,472827,987764,0.3161373448306611,2.823058214584034,2.439032944103611,3.529481297441338,1.8803080213998988,Low
30,Female,Ahmedabad,Automobile,518017,1387661,0.7096113127444572,3.5448403947642566,8.658675736530764,2.3687903898916614,3.4297991992862737,Low
57,Other,Mumbai,Finance,545016,977085,4.243176491756419,4.600705757880148,4.777734089735465,7.265524880085772,3.233284348275575,Low
28,Female,Mumbai,Travel,405982,968790,2.068401742641365,5.3166716174572075,3.4412891853952954,1.949770448973854,2.921078033940878,Low
46,Other,Delhi,Automobile,371745,1177504,3.7505262695991224,3.967836246009635,5.9605485152250415,2.68024386140746,2.139525350988895,Low
32,Female,Mumbai,Finance,302860,473217,2.8688324211806084,4.411257902485905,2.255144988064271,6.012091582529001,2.8937983264839575,Low
53,Male,Chennai,Entertainment,532747,961697,3.5801047135341406,5.168248615306915,4.372410701759426,6.783846146583325,2.793582243900672,Low
39,Male,Ahmedabad,Automobile,476852,1147669,0.5268252666846088,4.23921543690432,4.3729781670329055,5.04443380382046,2.416716626284681,Low
29,Other,Delhi,Fashion,413942,435951,2.4805438942338296,5.6178024678201455,2.9735344904330936,2.206037433021941,1.5320000701718837,Low
48,Female,Pune,Healthcare,425458,1213010,4.356057466995229,5.2214644300775905,3.101145070464481,4.825402105949037,2.4426569836756773,Low
58,Female,Pune,Automobile,401626,894904,1.5068561887186778,2.921715765204578,7.083159331640053,4.468036707855099,3.5128310359202,Low
53,Female,Ahmedabad,Automobile,606446,889881,2.6701551612740917,4.959547348306592,5.668405433696133,1.420663170935832,2.506874059579227,Low
21,Male,Hyderabad,Travel,590150,1039596,1.9013474639727455,2.4908502236610586,3.8761613340555354,7.49436906809312,3.3832100821591435,Low
31,Female,Kolkata,Fashion,362694,1089155,2.3645207497267657,2.9984482821727134,4.312325957377261,8.398459211760372,3.1075396525460635,Low
42,Female,Bengaluru,Finance,389965,944025,4.21200978313061,4.939633284353388,4.640382079712653,3.4182429769902045,2.8288879612578666,Low
25,Male,Mumbai,Fashion,666794,685675,2.014981157600397,2.9576685666607214,1.92508607676291,8.867113506145884,3.8258766802131596,Low
42,Male,Delhi,Automobile,333202,1326161,3.928946153763573,4.737685541929692,3.9261367446596798,7.907779159622433,3.364507520219526,Low
24,Other,Delhi,Food,475152,927972,4.029818718536479,3.2470915227250536,6.702021213405614,5.747470012513842,4.461553142911777,Low
29,Male,Chennai,Food,515399,1138986,0.5644012882395607,4.1904103229115295,3.1087403215051634,3.9923048243149193,2.7735399340461755,Low
50,Male,Hyderabad,Automobile,405340,1192028,2.835059927504473,3.075418876401257,3.5284830952068376,3.2739363487515094,2.575963222345169,Low
33,Other,Pune,Food,553658,1093473,1.1327927450502444,2.8409480218375855,3.1547930962023814,1.09893796348398,2.8293598958941186,Low
39,Other,Hyderabad,Finance,542583,1153230,1.2404686014468564,3.310114896253758,8.60406221920871,9.877162552523185,4.720604173990015,Low
47,Female,Chennai,Finance,486641,899956,2.267480929688296,5.012702598256603,3.901747509852357,4.110069498124742,3.0124601899282615,Low
32,Other,Ahmedabad,Finance,530180,900287,4.234944705050074,3.5431224992849177,9.11934733729655,9.8580653584512,6.871581874903946,Medium
26,Male,Kolkata,Technology,399661,1032894,1.8166029120421596,2.4002852589153987,4.491067391349553,6.8131315843287705,4.110668288758394,Medium
55,Other,Ahmedabad,Entertainment,552920,1153689,0.4882299447065469,2.3282637431032818,2.854614984376477,8.276082910924085,3.73366535180481,Low
58,Female,Mumbai,Automobile,489833,1342730,3.5450858748090313,2.2149225279182585,8.8660986823307,9.519074702620326,5.694344278687545,Medium
29,Female,Delhi,Entertainment,501920,589938,1.143153101114248,3.870306031457865,8.88658573599649,3.9290376008033756,4.402403172176303,Medium
27,Other,Pune,Healthcare,416176,1017025,3.4407105883913744,2.9329638555463413,8.636633373253273,7.0793860359232195,3.868715928846039,Low
29,Female,Hyderabad,Food,484332,1013806,4.184495193823217,3.165522766949579,6.230148250755776,7.213267330909969,3.729444012937812,Low
46,Other,Pune,Technology,538777,1110691,0.3298854125042004,4.901515713837592,6.518446138627814,5.596390922914765,1.706203745868485,Low
31,Other,Hyderabad,Finance,673753,974295,4.5923836504660045,5.126251762838243,9.757151344122162,8.65385038568332,4.240698933095332,Low
36,Male,Ahmedabad,Fashion,521284,920213,3.6047600578197985,5.3029676477385195,9.024332925103685,4.291648186463927,3.4824599893148296,Low
25,Male,Mumbai,Finance,537045,717820,1.8889978456634793,3.9177045371854824,3.181728203464312,4.331109417645342,3.0499416560032198,Low
47,Male,Mumbai,Travel,472740,951417,3.608051562578715,3.1377922672142153,2.8649399735552707,8.32792815734603,4.436317790492319,Low
59,Male,Chennai,Food,560281,662908,3.2858699880085704,3.6106185432454976,4.101090787877689,2.6497983328260117,3.2194131847383085,Medium
35,Other,Mumbai,Fashion,623377,1328068,2.5365378488394588,5.360320912056902,6.976556989119158,1.0354746463911972,2.854278203704545,Low
56,Other,Pune,Travel,504227,1167871,2.9999165700746775,6.606755775342215,5.359193102172332,2.03314256311112,3.9551401769042327,Low
54,Female,Ahmedabad,Healthcare,602681,770905,3.2389878562387504,2.9331518470765543,7.8577371672560385,1.3737674592530917,1.79404648398118,Low
24,Other,Bengaluru,Finance,678402,815227,4.204507761602914,2.9587594310873637,2.4911739058229,6.227403101411947,3.3437104338399664,Low
26,Other,Delhi,Entertainment,441068,635263,3.6701751057369694,2.5903964613782735,1.8287298012447253,8.29047351229068,2.0982130386969646,Low
42,Male,Ahmedabad,Technology,571116,880006,2.0011415475701275,3.2031379955051307,1.5373654172453735,9.35400679849994,3.9740816384978688,Low
28,Other,Mumbai,Fashion,703660,1016173,3.407782971868493,4.885026466400899,1.5632076930036676,3.510012755029862,1.2238506964769669,Low
40,Female,Ahmedabad,Entertainment,288586,903147,3.1795197923574725,3.042994236170184,4.332657974728187,5.98067055798737,3.9991372393224736,Low
51,Male,Bengaluru,Technology,265362,1004123,4.704011925697356,3.1128972292628507,4.699739287124309,3.9307096611026537,2.0856674455949724,Low
31,Male,Mumbai,Travel,456481,927380,1.448418304739336,3.8443978756981383,8.49263138062559,1.677608644337877,3.843131672910369,Low
57,Female,Hyderabad,Fashion,354152,1051028,3.9571862823362576,3.164379124334681,8.970355938680413,2.9506815988533743,3.089168797217331,Low
54,Female,Bengaluru,Healthcare,448728,1186556,3.870733377182472,4.206954712328473,6.432270164438769,9.141819392349111,5.890198029877821,Medium
24,Male,Chennai,Healthcare,520251,1233143,2.9709454049405695,4.303195665331803,3.6441122443730505,3.5877667813894605,2.653688917525495,Low
57,Female,Hyderabad,Fashion,462624,1035225,2.8736281693888683,5.036431737965531,9.800974603330534,8.749041332809888,6.478716864920767,Medium
55,Male,Chennai,Technology,588351,1222763,4.345063329567391,3.5038444579945467,9.225984591714372,9.09586358893015,5.887808336830389,Medium
42,Other,Pune,Entertainment,518763,1100116,4.846508430369924,2.0218544860532193,5.548283744703884,5.73736855371844,3.8260374203982406,Low
45,Male,Chennai,Fashion,525197,856106,2.5889734141420537,3.1228239878658774,8.424509359021364,8.049529074009676,8.81711214948486,Medium
39,Male,Ahmedabad,Healthcare,598593,735904,3.0718001658340994,4.706125320251924,2.719672868574399,2.2348697518889966,2.6957473556920197,Low
25,Female,Hyderabad,Finance,476419,1129321,3.437304913367154,5.19085528738403,5.602290592707099,8.163390928030857,4.792211272045968,Low
46,Male,Kolkata,Automobile,475198,1259777,4.551433348646864,4.577392437790409,1.174286310605183,5.224880505396354,2.24089833014934,Low
26,Other,Mumbai,Finance,529496,1232118,1.7045901732482498,3.902599275032946,7.474583959230431,5.039529106083124,3.988775130268193,Medium
33,Female,Bengaluru,Fashion,537570,741908,1.1561151027604586,2.901744718517832,9.414239086247107,8.329111436143872,5.696684755818909,Low
31,Other,Hyderabad,Finance,398814,904274,3.7454467128512428,3.7951838606916426,3.69120177948746,3.9407916343265024,5.101591958052001,Medium
20,Male,Delhi,Technology,468235,830933,4.002130471716767,4.35366307961714,6.543190535056437,3.076632404240092,3.1380606570042553,Low
43,Other,Mumbai,Automobile,505457,1362530,3.595168769970053,1.0,5.080200165350199,1.2817193155839384,2.398525750574849,Low
40,Female,Bengaluru,Fashion,333804,941461,2.6441360718226066,2.7309350432682926,4.2923160072664075,1.1120078492038301,0.5714269924259447,Low
22,Male,Chennai,Automobile,582392,1092115,2.491309757939645,3.4621956461436816,8.43228739924167,6.092212288438495,5.9767274475295284,Medium
31,Male,Kolkata,Food,375062,879994,0.9389569698357467,3.9241694716327618,4.116904944794403,2.1322110927939244,2.033439727500257,Low
53,Female,Pune,Automobile,464400,1146565,3.8303836864031893,2.9776898420780604,2.8488977807571096,9.519428850595137,5.885290054593561,Medium
30,Female,Pune,Healthcare,499653,997460,4.247941936602251,3.74511401137602,8.90058678880773,3.2522084105429148,4.240738078975677,Medium
21,Other,Chennai,Healthcare,542794,1176587,0.8896754110739078,4.955445449629876,3.895731216306866,2.001253841175121,2.0542852638081266,Low
34,Other,Pune,Technology,653959,776480,0.9299163573222624,2.2962443300190847,3.980353316178855,3.310833088991057,3.3758458921351617,Low
22,Female,Bengaluru,Finance,608240,1628081,3.0815936379759994,2.729805132125148,1.3294467390302758,3.0766910318617406,-0.15164696770139474,Low
56,Male,Chennai,Technology,615740,991233,3.519405874350649,3.834341185249089,8.28094602678313,5.198277585022504,3.9612566976027104,Low
54,Other,Kolkata,Food,428834,1112378,4.838202534168313,3.308708091296865,9.074918038362348,1.145453165444803,4.226240481290978,Low
59,Male,Bengaluru,Entertainment,488161,1087918,1.01585298688085,5.216880784306799,1.385438805936348,4.007814859624103,0.9328288269538765,Low
54,Other,Pune,Food,498237,758905,3.130143099508813,4.684343532249008,4.749243159575248,3.0749213708903156,0.6364701230711867,Low
27,Male,Bengaluru,Fashion,291608,978376,4.995116291598387,3.105266498755758,4.664516551417608,9.345279141009096,5.471978466127366,Medium
42,Other,Chennai,Finance,436751,896005,0.9591351048591519,2.8329685497177373,3.946994609111894,9.619978064002042,4.007038305585171,Low
58,Male,Mumbai,Food,733518,658511,1.6154019536101403,2.2189182402457366,9.404274934382912,1.2328087752251229,3.5985005959586793,Medium
31,Male,Bengaluru,Fashion,557869,1161521,3.778134294135518,3.7034477645594324,7.331103639049618,2.055744061625063,2.404614218215685,Low
47,Other,Mumbai,Food,494929,1001682,1.2006777999606033,2.179916468395169,5.137623163462711,5.539324293733802,3.5188804849539346,Low
41,Male,Chennai,Food,416666,1362104,2.032346162517023,3.3606250461789093,8.324222405062233,1.845965265665714,3.5960448782336556,Low
39,Female,Ahmedabad,Travel,461526,944663,3.181311587726384,4.962225673261493,3.5403954216954294,9.216656741781515,3.5984974178840647,Medium
53,Other,Hyderabad,Food,409752,972882,3.345575210476564,3.471186006143986,9.321918255968264,1.7084211152696143,3.614585307515381,Low
55,Other,Pune,Finance,304280,813073,0.48285259570359906,2.158228161218854,6.329690306041501,7.5173604925914725,3.5292222085757317,Low
38,Female,Chennai,Travel,580393,1226480,4.254253677048192,4.572785061484144,6.586401532197691,4.000723673862687,4.033868400158354,Low
47,Female,Kolkata,Entertainment,616494,952132,0.585170642387156,4.474047712378645,3.8189553391109756,5.973728707547641,3.895470777007109,Medium
42,Male,Bengaluru,Entertainment,666500,1097761,3.648070461668581,2.9046699815947945,3.3051529608029764,7.983405516889247,4.654399769165267,Medium
26,Female,Hyderabad,Healthcare,558767,1102191,1.0966755103248298,3.383527802943194,5.646996094662572,1.7753944159728823,2.634073183443401,Low
31,Female,Delhi,Automobile,563540,816777,4.031357459664137,3.328885397451567,6.782275791696019,6.676612797292253,5.454060482960785,Low
58,Female,Pune,Food,470005,1104086,1.3527844289338102,3.4494155768469557,9.816051847454542,9.69054446053458,6.79819953017645,Medium
52,Female,Delhi,Food,421388,1341014,2.9023763971988767,3.418449912580094,5.501293797045266,6.624244365987671,4.685794308521335,Medium
44,Male,Chennai,Technology,261875,885801,2.456531279750768,5.2989595241601055,3.318765967290034,9.825180514318358,4.548437396139208,Medium
52,Female,Chennai,Fashion,287217,1042984,4.2289880166637595,5.34683874987107,9.038945459211257,3.587027759420611,4.309770821085027,Low
32,Male,Bengaluru,Fashion,473162,702313,0.986765557457669,4.862449337184736,4.844163346289141,8.850828718452597,4.982050224536902,Medium
43,Male,Ahmedabad,Food,539368,1080887,4.993364678222792,3.94351409073129,1.4993613641244175,4.038675382166522,2.81527061691792,Low
42,Female,Bengaluru,Travel,404384,706316,0.9080995349765408,2.927047524098363,9.560280544202028,7.264236962769318,5.149612876673995,Low
53,Other,Bengaluru,Food,451972,1173987,2.395408182870357,3.1059392601563642,7.422292735080859,9.509265981445015,5.942238534091813,Medium
45,Female,Kolkata,Fashion,584558,883080,2.8184799704184185,5.238628870330871,3.5292602646726516,3.733611908413583,3.1911800145433578,Low
51,Other,Bengaluru,Automobile,670955,771995,2.035002968835839,3.6989222467366805,2.5231274211915795,4.213514496811021,3.837286322686139,Low
28,Other,Kolkata,Fashion,531744,934221,1.6529676531739583,4.118271521920371,1.6906931915278285,9.36754259491492,4.209560159734201,Low
38,Female,Chennai,Food,400002,992612,2.1497350266700304,4.262604248249568,8.309090137949884,3.120267354207788,3.429674560696807,Low
41,Male,Pune,Finance,351567,1093867,3.3069704796747748,1.7307184753646587,4.269302676897359,4.144771974856403,3.3903345801038274,Low
30,Female,Kolkata,Technology,368958,913980,2.9657348077967973,3.613264988124072,8.76788316479465,8.915513446787944,5.74547363266155,Medium
59,Female,Ahmedabad,Fashion,626737,983252,1.0801826397905203,3.482127118064809,7.456145772608684,4.641515746787945,5.119981213850448,Low
59,Male,Chennai,Automobile,455693,926568,4.225200355224198,4.964394256028559,9.513324512928293,4.155659238019226,2.838607558483991,Low
38,Female,Pune,Finance,555022,630595,1.57663537121678,2.994165972424972,9.804885297611591,2.7641979675718034,2.7174544259801543,Low
19,Male,Hyderabad,Finance,596039,937338,2.3651443945544846,2.6972344067767473,9.969629266426734,6.972162609343282,4.237851487201682,Medium
49,Other,Mumbai,Finance,431480,1220180,4.514984855667592,3.3379673433998183,3.458764671405321,9.49444444176271,3.507057967082134,Low
51,Female,Pune,Fashion,526324,1240705,4.853715628359179,1.681313408314252,5.060714662570662,1.4018994663229805,2.2020665126390453,Low
40,Female,Mumbai,Travel,412033,1110090,1.2342015921035112,2.716981382846284,9.646840402589525,8.744746558474102,6.471111256356689,Low
54,Other,Mumbai,Food,577790,1444856,0.8663749519425288,4.076538191287427,6.239893307164158,1.3177567255195557,1.160773123283047,Low
44,Female,Bengaluru,Entertainment,436455,836515,1.149931662356064,3.464088116169582,2.1743628018073267,3.599671026442379,1.6921723425153603,Low
28,Female,Ahmedabad,Fashion,634385,841588,3.189810471626418,3.208510845728146,9.494658272413025,6.5092695419473445,6.6921930574322674,Medium
57,Female,Mumbai,Entertainment,521388,866211,3.4469693865702413,4.208662123883299,1.3038512310607926,4.5994357702673,2.229726599774911,Low
37,Male,Delhi,Automobile,425631,942295,1.6135976400196101,4.492673006404763,6.7348599709675,1.1476637415351059,2.9021143314115694,Medium
57,Male,Chennai,Finance,441849,911128,3.628028370156236,4.423681730453978,4.255926375192721,4.64624411086416,2.6650472867788264,Medium
34,Other,Hyderabad,Finance,592457,1050590,3.806108365073366,5.4164743183158865,8.111616855874122,8.867772247397221,5.3606137782142556,Medium
42,Female,Chennai,Food,460518,1310466,1.6052433165539801,3.3191757274570945,2.734033505919099,6.987655608511637,2.0987762593145995,Low
38,Female,Delhi,Healthcare,532937,560906,4.987186472931423,5.809747839631548,8.51445209012177,6.956897620004093,4.944567263195802,Low
22,Male,Pune,Technology,444826,933991,2.5478124819726697,6.108423369600567,5.9216373149592245,4.080558183080325,3.4475463048774646,Low
25,Female,Chennai,Finance,393280,1064458,3.7100314075153267,5.784436873784875,9.636903450802716,7.675558448469845,4.767445089635734,Medium
